,index,ID,LIN,Lineage,country,isolate,year,mydata,SA
738,739,136289,1_0_0_0_6_0_0_0_0_0_0,1_0_0,Uganda,UG030,,N,N
739,740,136290,0_0_36_7_0_0_0_0_0_0_0,0_0_36,Uganda,UG032,,N,N
740,741,136291,0_9_0_9_0_0_0_0_0_0_0,0_9_0,Uganda,UG033,,N,N
741,742,136292,1_0_0_0_3_0_0_0_0_0_0,1_0_0,Uganda,UG035,,N,N
742,743,136293,0_16_0_1_30_0_0_0_0_0_0,0_16_0,Uganda,UG037,,N,N
743,744,136294,16_1_0_5_0_0_0_0_0_0_0,16_1_0,Uganda,UG038,,N,N
744,745,136295,0_0_33_49_1_1_0_0_0_0_0,0_0_33,Uganda,UG039,,N,N
745,746,136296,1_1_34_0_5_0_0_0_0_0_0,1_1_34,Uganda,UG041,,N,N
746,747,136297,0_16_0_1_25_0_0_0_0_0_0,0_16_0,Uganda,UG042,,N,N
747,748,136298,0_9_0_5_6_0_0_0_0_0_0,0_9_0,Uganda,UG043,,N,N
748,749,136299,1_1_34_7_0_0_0_0_0_0_0,1_1_34,Uganda,UG044,,N,N
749,750,136300,0_0_36_4_4_0_0_0_0_0_0,0_0_36,Uganda,UG045,,N,N
750,751,136301,0_2_21_0_11_1_0_0_0_0_0,0_2_21,Uganda,UG047,,N,N
751,752,136302,0_0_23_13_0_0_0_0_0_0_0,0_0_23,Uganda,UG048,,N,N
752,753,136303,0_0_33_124_0_0_0_0_0_0_0,0_0_33,Uganda,UG049,,N,N
753,754,136304,0_0_33_129_0_0_0_0_0_0_0,0_0_33,Uganda,UG050,,N,N
754,755,136305,0_16_0_1_21_0_0_0_0_0_0,0_16_0,Uganda,UG053,,N,N
755,756,136306,16_1_0_6_0_0_0_0_0_0_0,16_1_0,Uganda,UG054,,N,N
756,757,136307,0_9_0_5_7_0_0_0_0_0_0,0_9_0,Uganda,UG056,,N,N
757,758,136308,0_2_21_0_11_0_0_0_0_0_0,0_2_21,Uganda,UG057,,N,N
758,759,136309,0_9_0_5_8_0_0_0_0_0_0,0_9_0,Uganda,UG058,,N,N
759,760,136310,16_1_0_0_0_0_0_0_0_0_0,16_1_0,Uganda,UG060,,N,N
760,761,136311,16_1_0_1_0_0_0_0_0_0_0,16_1_0,Uganda,UG061,,N,N
761,762,136312,11_0_4_0_0_0_0_0_0_0_0,11_0_4,Uganda,UG062,,N,N
762,763,136313,14_0_2_1_0_0_0_0_0_0_0,14_0_2,Uganda,UG063,,N,N
763,764,136314,0_0_36_4_10_0_0_0_0_0_0,0_0_36,Uganda,UG064,,N,N
764,765,136315,1_0_1_0_0_0_0_0_0_0_0,1_0_1,Uganda,UG065,,N,N
765,766,136316,0_0_36_4_5_0_0_0_0_0_0,0_0_36,Uganda,UG066,,N,N
766,767,136317,0_0_33_125_0_0_0_0_0_0_0,0_0_33,Uganda,UG067,,N,N
767,768,136318,0_16_9_1_2_0_0_0_0_0_0,0_16_9,Uganda,UG068,,N,N
768,769,136319,1_1_34_11_0_0_0_0_0_0_0,1_1_34,Uganda,UG069,,N,N
769,770,136320,0_0_33_121_1_0_0_0_0_0_0,0_0_33,Uganda,UG070,,N,N
770,771,136321,0_0_36_4_1_0_0_0_0_0_0,0_0_36,Uganda,UG071,,N,N
771,772,136322,0_0_33_121_0_0_0_0_0_0_0,0_0_33,Uganda,UG072,,N,N
772,773,136323,0_0_36_4_3_0_0_0_0_0_0,0_0_36,Uganda,UG073,,N,N
773,774,136324,0_16_4_0_14_0_0_0_0_0_0,0_16_4,Uganda,UG074,,N,N
774,775,136325,0_16_10_0_0_0_0_0_0_0_0,0_16_10,Uganda,UG076,,N,N
775,776,136326,0_16_4_0_15_0_0_0_0_0_0,0_16_4,Uganda,UG077,,N,N
776,777,136327,0_16_4_0_12_0_0_0_0_0_0,0_16_4,Uganda,UG078,,N,N
777,778,136328,1_0_0_0_2_0_0_0_0_0_0,1_0_0,Uganda,UG079,,N,N
778,779,136329,0_0_33_46_13_0_0_0_0_0_0,0_0_33,Uganda,UG080,,N,N
779,780,136330,1_0_0_0_7_0_0_0_0_0_0,1_0_0,Uganda,UG081,,N,N
780,781,136331,0_0_36_7_0_0_0_0_0_0_0,0_0_36,Uganda,UG082,,N,N
781,782,136332,0_16_4_0_13_0_0_0_0_0_0,0_16_4,Uganda,UG083,,N,N
782,783,136333,0_0_36_4_11_0_0_0_0_0_0,0_0_36,Uganda,UG085,,N,N
783,784,136334,0_2_21_0_11_0_1_0_0_0_0,0_2_21,Uganda,UG086,,N,N
784,785,136335,0_0_36_4_2_0_0_0_0_0_0,0_0_36,Uganda,UG087,,N,N
785,786,136336,0_0_33_88_0_0_0_0_0_0_0,0_0_33,Uganda,UG088,,N,N
786,787,136337,0_0_33_49_2_0_0_0_0_0_0,0_0_33,Uganda,UG089,,N,N
787,788,136338,0_2_21_0_12_0_0_0_0_0_0,0_2_21,Uganda,UG090,,N,N
788,789,136339,0_0_33_49_1_0_0_0_0_0_0,0_0_33,Uganda,UG091,,N,N
789,790,136340,0_16_9_1_0_0_0_0_0_0_0,0_16_9,Uganda,UG092,,N,N
790,791,136341,16_1_0_3_0_0_0_0_0_0_0,16_1_0,Uganda,UG094,,N,N
791,792,136342,1_0_0_0_7_1_0_0_0_0_0,1_0_0,Uganda,UG095,,N,N
792,793,136343,0_0_36_4_9_0_0_0_0_0_0,0_0_36,Uganda,UG097,,N,N
793,794,136344,0_0_23_15_0_0_0_0_0_0_0,0_0_23,Uganda,UG099,,N,N
794,795,136345,1_1_34_10_0_0_0_0_0_0_0,1_1_34,Uganda,UG100,,N,N
795,796,136346,0_16_0_7_3_0_0_0_0_0_0,0_16_0,Uganda,UG101,,N,N
796,797,136347,1_0_0_0_5_1_0_0_0_0_0,1_0_0,Uganda,UG102,,N,N
797,798,136348,0_0_36_4_14_0_0_0_0_0_0,0_0_36,Uganda,UG103,,N,N
798,799,136349,0_16_9_1_3_0_0_0_0_0_0,0_16_9,Uganda,UG104,,N,N
799,800,136350,1_0_0_2_0_0_0_0_0_0_0,1_0_0,Uganda,UG105,,N,N
800,801,136351,1_0_0_5_0_0_0_0_0_0_0,1_0_0,Uganda,UG106,,N,N
801,802,136352,0_2_21_0_11_3_0_0_0_0_0,0_2_21,Uganda,UG107,,N,N
802,803,136353,0_0_36_4_27_0_0_0_0_2_0,0_0_36,Uganda,UG108,,N,N
803,804,136354,1_0_0_0_12_0_0_0_0_0_0,1_0_0,Uganda,UG109,,N,N
804,805,136355,0_16_4_0_22_0_0_0_0_0_0,0_16_4,Uganda,UG110,,N,N
805,806,136356,0_16_0_9_0_1_0_0_0_0_0,0_16_0,Uganda,UG112,,N,N
806,807,136357,16_1_0_2_10_0_0_0_0_0_0,16_1_0,Uganda,UG113,,N,N
807,808,136358,1_0_1_1_2_0_0_0_0_0_0,1_0_1,Uganda,UG114,,N,N
808,809,136359,0_0_36_4_23_0_0_0_0_0_0,0_0_36,Uganda,UG115,,N,N
809,810,136360,0_0_33_88_1_0_0_0_0_0_0,0_0_33,Uganda,UG116,,N,N
810,811,136361,0_0_36_4_27_0_0_0_0_0_0,0_0_36,Uganda,UG118,,N,N
811,812,136362,0_0_23_15_1_0_0_0_0_0_0,0_0_23,Uganda,UG119,,N,N
812,813,136363,1_0_1_1_0_0_0_0_0_0_0,1_0_1,Uganda,UG120,,N,N
813,814,136364,0_16_4_0_14_1_0_0_0_0_0,0_16_4,Uganda,UG122,,N,N
814,815,136365,16_1_0_2_8_0_0_0_0_0_0,16_1_0,Uganda,UG124,,N,N
815,816,136366,0_16_0_15_0_0_0_0_0_0_0,0_16_0,Uganda,UG125,,N,N
816,817,136367,0_0_36_4_21_0_0_0_0_0_0,0_0_36,Uganda,UG126,,N,N
817,818,136368,0_2_21_0_11_2_0_0_0_0_0,0_2_21,Uganda,UG127,,N,N
818,819,136369,0_0_36_4_27_0_0_0_0_1_0,0_0_36,Uganda,UG128,,N,N
819,820,136370,1_0_0_0_14_0_0_0_0_1_0,1_0_0,Uganda,UG129,,N,N
820,821,136371,0_0_47_5_18_0_0_0_0_0_0,0_0_47,Uganda,UG130,,N,N
821,822,136372,0_0_47_5_19_0_0_0_0_0_0,0_0_47,Uganda,UG132,,N,N
822,823,136373,0_16_9_1_12_0_0_0_0_0_0,0_16_9,Uganda,UG134,,N,N
823,824,136374,16_1_0_5_0_1_0_0_0_0_0,16_1_0,Uganda,UG135,,N,N
824,825,136375,0_9_0_5_15_0_0_0_0_0_0,0_9_0,Uganda,UG136,,N,N
825,826,136376,16_1_0_2_6_0_0_0_0_0_0,16_1_0,Uganda,UG137,,N,N
826,827,136377,1_0_0_2_3_1_0_0_0_0_0,1_0_0,Uganda,UG138,,N,N
827,828,136378,14_0_2_2_0_0_0_0_0_0_0,14_0_2,Uganda,UG139,,N,N
828,829,136379,0_16_11_0_0_0_0_0_0_0_0,0_16_11,Uganda,UG140,,N,N
829,830,136380,0_16_0_1_33_0_0_0_0_0_0,0_16_0,Uganda,UG141,,N,N
830,831,136381,0_0_36_4_25_0_0_0_0_0_0,0_0_36,Uganda,UG142,,N,N
831,832,136382,1_0_0_2_2_0_0_0_0_0_0,1_0_0,Uganda,UG143,,N,N
832,833,136383,0_0_36_4_20_0_0_0_0_0_0,0_0_36,Uganda,UG144,,N,N
833,834,136384,0_0_36_4_23_0_0_0_0_1_0,0_0_36,Uganda,UG145,,N,N
834,835,136385,16_1_0_2_9_0_0_0_0_0_0,16_1_0,Uganda,UG147,,N,N
835,836,136386,0_16_9_1_1_0_3_0_0_0_0,0_16_9,Uganda,UG148,,N,N
836,837,136387,14_0_2_2_0_0_0_0_0_0_0,14_0_2,Uganda,UG149,,N,N
837,838,136388,0_0_33_129_2_0_0_0_0_0_0,0_0_33,Uganda,UG150,,N,N
838,839,136389,0_16_0_1_24_2_0_0_0_0_0,0_16_0,Uganda,UG151,,N,N
839,840,136390,0_0_36_4_17_0_0_0_0_0_0,0_0_36,Uganda,UG152,,N,N
840,841,136391,0_0_36_4_16_0_0_0_0_0_0,0_0_36,Uganda,UG153,,N,N
841,842,136392,0_23_0_2_0_0_0_0_0_0_0,0_23_0,Uganda,UG154,,N,N
842,843,136393,16_1_0_12_0_0_0_0_0_0_0,16_1_0,Uganda,UG155,,N,N
843,844,136394,16_1_0_8_0_0_0_0_0_0_0,16_1_0,Uganda,UG156,,N,N
844,845,136395,1_0_0_4_0_0_0_0_0_1_0,1_0_0,Uganda,UG157,,N,N
845,846,136396,16_1_0_5_1_0_0_0_0_0_0,16_1_0,Uganda,UG158,,N,N
846,847,136397,1_0_0_0_14_0_0_0_0_1_0,1_0_0,Uganda,UG159,,N,N
847,848,136398,0_0_23_15_0_2_0_0_0_0_0,0_0_23,Uganda,UG160,,N,N
848,849,136399,0_16_0_1_34_0_0_0_0_0_0,0_16_0,Uganda,UG161,,N,N
849,850,136400,0_16_0_1_24_1_0_0_0_0_0,0_16_0,Uganda,UG164,,N,N
850,851,136401,0_9_0_5_18_0_0_0_0_0_0,0_9_0,Uganda,UG165,,N,N
851,852,136402,1_0_1_0_1_0_0_0_0_0_0,1_0_1,Uganda,UG168,,N,N
852,853,136403,0_0_33_124_5_0_0_0_0_0_0,0_0_33,Uganda,UG169,,N,N
853,854,136404,0_16_9_1_4_0_0_0_0_0_0,0_16_9,Uganda,UG170,,N,N
854,855,136405,1_0_0_2_1_0_0_0_0_0_0,1_0_0,Uganda,UG171,,N,N
855,856,136406,0_0_36_4_36_0_0_0_0_0_0,0_0_36,Uganda,UG172,,N,N
856,857,136407,16_1_0_7_0_0_0_0_0_0_0,16_1_0,Uganda,UG173,,N,N
857,858,136408,0_0_36_4_28_0_0_0_0_0_0,0_0_36,Uganda,UG174,,N,N
858,859,136409,,,Uganda,UG176,,N,N
859,860,136410,16_1_0_2_9_0_0_0_0_0_0,16_1_0,Uganda,UG177,,N,N
860,861,136411,0_0_36_12_0_0_0_0_0_0_0,0_0_36,Uganda,UG178,,N,N
861,862,136412,1_0_0_0_14_0_0_0_0_0_0,1_0_0,Uganda,UG179,,N,N
862,863,136413,0_0_36_4_33_0_0_0_0_0_0,0_0_36,Uganda,UG180,,N,N
863,864,136414,1_0_0_2_1_0_0_0_0_0_0,1_0_0,Uganda,UG181,,N,N
864,865,136415,16_1_0_7_0_0_0_0_0_0_0,16_1_0,Uganda,UG183,,N,N
865,866,136416,0_0_36_4_15_0_0_0_0_0_0,0_0_36,Uganda,UG184,,N,N
866,867,136417,0_16_4_0_14_2_0_0_0_0_0,0_16_4,Uganda,UG185,,N,N
867,868,136418,1_0_0_7_0_0_0_0_0_0_0,1_0_0,Uganda,UG186,,N,N
868,869,136419,1_0_0_4_0_0_0_0_0_1_0,1_0_0,Uganda,UG187,,N,N
869,870,136420,0_0_33_139_0_1_0_0_0_0_0,0_0_33,Uganda,UG188,,N,N
870,871,136421,0_16_9_1_18_0_0_0_0_0_0,0_16_9,Uganda,UG190,,N,N
871,872,136422,0_0_33_137_0_0_0_0_0_0_0,0_0_33,Uganda,UG191,,N,N
872,873,136423,0_16_4_0_20_0_0_0_0_0_0,0_16_4,Uganda,UG192,,N,N
873,874,136424,0_2_55_1_2_0_0_0_0_0_0,0_2_55,Uganda,UG193,,N,N
874,875,136425,0_0_33_49_4_0_0_0_0_0_0,0_0_33,Uganda,UG194,,N,N
875,876,136426,0_2_21_0_11_4_0_0_0_0_0,0_2_21,Uganda,UG196,,N,N
876,877,136427,1_0_0_0_14_0_0_0_0_1_0,1_0_0,Uganda,UG199,,N,N
877,878,136428,16_1_0_3_1_0_0_0_0_0_0,16_1_0,Uganda,UG200,,N,N
878,879,136429,0_0_36_4_32_0_0_0_0_0_0,0_0_36,Uganda,UG201,,N,N
879,880,136430,0_0_33_124_4_0_0_0_0_0_0,0_0_33,Uganda,UG202,,N,N
880,881,136431,0_0_33_46_14_0_0_0_0_0_0,0_0_33,Uganda,UG203,,N,N
881,882,136432,0_9_0_5_16_0_0_0_0_0_0,0_9_0,Uganda,UG204,,N,N
882,883,136433,0_16_0_1_40_0_0_0_0_0_0,0_16_0,Uganda,UG205,,N,N
883,884,136434,0_0_33_129_1_0_0_0_0_0_0,0_0_33,Uganda,UG208,,N,N
884,885,136435,1_0_0_0_9_0_0_0_0_0_0,1_0_0,Uganda,UG209,,N,N
885,886,136436,0_0_23_15_10_0_0_0_0_0_0,0_0_23,Uganda,UG210,,N,N
886,887,136437,0_0_23_15_0_1_0_0_0_0_0,0_0_23,Uganda,UG211,,N,N
887,888,136438,16_1_0_15_0_0_0_0_0_0_0,16_1_0,Uganda,UG212,,N,N
888,889,136439,0_16_9_1_16_0_0_0_0_0_0,0_16_9,Uganda,UG213,,N,N
889,890,136440,0_0_33_157_0_0_0_0_0_0_0,0_0_33,Uganda,UG214,,N,N
890,891,136441,0_0_33_140_0_0_0_0_0_0_0,0_0_33,Uganda,UG215,,N,N
891,892,136442,0_9_0_5_10_0_0_0_0_0_0,0_9_0,Uganda,UG216,,N,N
892,893,136443,16_1_2_0_0_0_0_0_0_0_0,16_1_2,Uganda,UG217,,N,N
893,894,136444,0_0_33_129_1_0_0_0_0_0_0,0_0_33,Uganda,UG218,,N,N
894,895,136445,0_16_4_0_24_0_0_0_0_0_0,0_16_4,Uganda,UG219,,N,N
895,896,136446,0_0_33_124_3_0_0_0_0_0_0,0_0_33,Uganda,UG220,,N,N
896,897,136447,0_16_9_1_16_0_0_0_0_0_0,0_16_9,Uganda,UG223,,N,N
897,898,136448,1_0_0_0_10_0_0_0_0_0_0,1_0_0,Uganda,UG225,,N,N
898,899,136449,0_16_4_2_0_0_0_0_0_0_0,0_16_4,Uganda,UG226,,N,N
899,900,136450,0_16_4_0_23_0_0_0_0_0_0,0_16_4,Uganda,UG227,,N,N
900,901,136451,0_0_33_123_1_0_0_0_0_0_0,0_0_33,Uganda,UG228,,N,N
901,902,136452,0_0_36_4_26_0_0_0_0_0_0,0_0_36,Uganda,UG229,,N,N
902,903,136453,0_16_0_1_37_0_0_0_0_0_0,0_16_0,Uganda,UG230,,N,N
903,904,136454,1_1_34_15_1_0_0_0_0_0_0,1_1_34,Uganda,UG231,,N,N
904,905,136455,0_16_4_0_18_0_0_0_0_0_0,0_16_4,Uganda,UG233,,N,N
905,906,136456,0_0_33_46_15_0_0_0_0_0_0,0_0_33,Uganda,UG234,,N,N
906,907,136457,0_16_9_3_0_0_0_1_0_0_0,0_16_9,Uganda,UG235,,N,N
907,908,136458,0_0_33_49_1_1_0_0_0_0_0,0_0_33,Uganda,UG236,,N,N
908,909,136459,0_16_9_1_11_0_0_0_0_0_0,0_16_9,Uganda,UG237,,N,N
909,910,136460,0_16_0_7_5_0_0_0_0_0_0,0_16_0,Uganda,UG238,,N,N
910,911,136461,0_0_23_15_10_0_0_0_0_1_0,0_0_23,Uganda,UG239,,N,N
911,912,136462,0_0_33_128_2_0_0_0_0_0_0,0_0_33,Uganda,UG240,,N,N
912,913,136463,0_0_36_4_10_1_0_0_0_0_0,0_0_36,Uganda,UG241,,N,N
913,914,136464,0_16_9_1_1_0_1_0_0_0_0,0_16_9,Uganda,UG243,,N,N
914,915,136465,0_16_4_0_25_0_0_0_0_0_0,0_16_4,Uganda,UG244,,N,N
915,916,136466,0_16_9_1_1_1_0_0_0_0_0,0_16_9,Uganda,UG246,,N,N
916,917,136467,0_16_12_1_0_0_0_0_0_0_0,0_16_12,Uganda,UG247,,N,N
917,918,136468,1_1_34_5_0_0_0_0_1_0_0,1_1_34,Uganda,UG248,,N,N
918,919,136469,0_16_4_0_24_0_0_0_0_0_0,0_16_4,Uganda,UG249,,N,N
919,920,136470,0_16_12_0_0_0_0_0_0_0_0,0_16_12,Uganda,UG250,,N,N
920,921,136471,0_16_4_0_19_0_0_0_0_0_0,0_16_4,Uganda,UG251,,N,N
921,922,136472,0_16_0_1_33_0_1_0_0_0_0,0_16_0,Uganda,UG253,,N,N
922,923,136473,0_0_23_29_0_0_0_0_0_0_0,0_0_23,Uganda,UG256,,N,N
923,924,136474,0_16_9_1_1_0_1_1_0_0_0,0_16_9,Uganda,UG257,,N,N
924,925,136475,0_2_55_3_1_0_0_0_0_0_0,0_2_55,Uganda,UG258,,N,N
925,926,136476,0_0_23_15_10_0_0_0_0_0_0,0_0_23,Uganda,UG259,,N,N
926,927,136477,1_0_0_0_11_0_0_0_0_0_0,1_0_0,Uganda,UG260,,N,N
927,928,136478,0_9_0_5_12_0_0_0_0_0_0,0_9_0,Uganda,UG261,,N,N
928,929,136479,0_0_33_124_13_0_0_0_0_0_0,0_0_33,Uganda,UG262,,N,N
929,930,136480,0_0_23_15_0_4_0_0_0_0_0,0_0_23,Uganda,UG263,,N,N
930,931,136481,0_16_0_1_39_0_0_0_0_0_0,0_16_0,Uganda,UG264,,N,N
931,932,136482,0_0_36_4_24_0_0_0_0_0_0,0_0_36,Uganda,UG265,,N,N
932,933,136483,0_16_9_1_7_0_0_0_0_0_0,0_16_9,Uganda,UG266,,N,N
933,934,136484,0_0_23_13_1_0_0_0_0_0_0,0_0_23,Uganda,UG267,,N,N
934,935,136485,0_0_33_151_0_0_0_0_0_0_0,0_0_33,Uganda,UG268,,N,N
935,936,136486,0_16_4_0_24_0_0_0_0_0_0,0_16_4,Uganda,UG269,,N,N
936,937,136487,0_0_23_15_10_0_0_0_0_0_0,0_0_23,Uganda,UG270,,N,N
937,938,136488,0_0_33_135_0_0_0_0_0_0_0,0_0_33,Uganda,UG271,,N,N
938,939,136489,0_16_10_0_1_0_0_0_0_0_0,0_16_10,Uganda,UG273,,N,N
939,940,136490,0_16_9_1_5_0_0_1_0_0_0,0_16_9,Uganda,UG274,,N,N
940,941,136491,0_0_36_4_29_0_0_0_0_0_0,0_0_36,Uganda,UG275,,N,N
941,942,136492,0_0_33_49_3_0_0_0_1_0_0,0_0_33,Uganda,UG276,,N,N
942,943,136493,1_0_0_0_13_0_0_0_0_0_0,1_0_0,Uganda,UG277,,N,N
943,944,136494,0_2_55_4_1_0_0_0_0_0_0,0_2_55,Uganda,UG279,,N,N
944,945,136495,0_26_0_0_0_0_0_0_0_0_0,0_26_0,Uganda,UG280,,N,N
945,946,136496,0_2_55_3_1_1_0_0_0_0_0,0_2_55,Uganda,UG281,,N,N
946,947,136497,0_9_0_5_13_0_0_0_0_0_0,0_9_0,Uganda,UG283,,N,N
947,948,136498,0_0_23_15_3_0_0_0_0_0_0,0_0_23,Uganda,UG284,,N,N
948,949,136499,0_16_4_0_21_0_0_0_0_0_0,0_16_4,Uganda,UG285,,N,N
949,950,136500,0_0_33_49_3_0_0_0_1_1_0,0_0_33,Uganda,UG286,,N,N
950,951,136501,0_0_23_15_11_0_0_0_0_0_0,0_0_23,Uganda,UG287,,N,N
951,952,136502,1_1_34_5_1_0_0_0_0_0_0,1_1_34,Uganda,UG289,,N,N
952,953,136503,1_1_34_9_1_0_0_0_0_0_0,1_1_34,Uganda,UG293,,N,N
953,954,136504,0_16_0_1_35_0_0_0_0_0_0,0_16_0,Uganda,UG294,,N,N
954,955,136505,0_0_33_139_0_0_0_0_0_0_0,0_0_33,Uganda,UG295,,N,N
955,956,136506,0_0_33_129_1_0_0_0_0_0_0,0_0_33,Uganda,UG297,,N,N
956,957,136507,0_0_23_15_7_0_0_0_0_0_0,0_0_23,Uganda,UG298,,N,N
957,958,136508,0_0_33_147_0_0_0_0_0_0_0,0_0_33,Uganda,UG299,,N,N
958,959,136509,1_1_34_0_6_0_0_0_0_0_0,1_1_34,Uganda,UG300,,N,N
959,960,136510,0_0_33_142_0_0_0_0_0_0_0,0_0_33,Uganda,UG301,,N,N
960,961,136511,1_0_0_2_3_0_0_0_0_1_0,1_0_0,Uganda,UG302,,N,N
961,962,136512,0_9_0_5_10_2_0_0_0_1_0,0_9_0,Uganda,UG303,,N,N
962,963,136513,0_0_33_143_0_0_0_0_0_0_0,0_0_33,Uganda,UG304,,N,N
963,964,136514,0_0_33_53_6_0_0_0_0_0_0,0_0_33,Uganda,UG305,,N,N
964,965,136515,0_16_9_5_0_0_0_0_0_0_0,0_16_9,Uganda,UG306,,N,N
965,966,136516,0_0_36_11_0_0_0_0_0_0_0,0_0_36,Uganda,UG308,,N,N
966,967,136517,0_9_0_5_9_0_0_0_0_1_0,0_9_0,Uganda,UG309,,N,N
967,968,136518,0_0_33_128_1_0_0_0_0_0_0,0_0_33,Uganda,UG310,,N,N
968,969,136519,0_16_12_0_1_0_0_0_0_0_0,0_16_12,Uganda,UG311,,N,N
969,970,136520,1_0_0_2_3_0_0_0_0_0_0,1_0_0,Uganda,UG312,,N,N
970,971,136521,0_9_0_5_10_2_0_0_0_0_0,0_9_0,Uganda,UG313,,N,N
971,972,136522,0_16_9_1_1_0_2_0_0_0_0,0_16_9,Uganda,UG314,,N,N
972,973,136523,0_16_0_1_36_0_0_0_0_0_0,0_16_0,Uganda,UG315,,N,N
973,974,136524,0_0_23_29_0_2_0_0_0_0_0,0_0_23,Uganda,UG316,,N,N
974,975,136525,0_9_0_5_11_0_0_0_0_0_0,0_9_0,Uganda,UG318,,N,N
975,976,136526,0_9_0_5_9_0_0_0_0_1_0,0_9_0,Uganda,UG319,,N,N
976,977,136527,0_2_21_0_15_0_0_0_0_0_0,0_2_21,Uganda,UG320,,N,N
977,978,136528,0_0_23_15_4_0_0_0_0_0_0,0_0_23,Uganda,UG321,,N,N
978,979,136529,1_0_0_2_3_0_0_0_0_1_0,1_0_0,Uganda,UG322,,N,N
979,980,136530,0_0_33_143_0_0_0_0_0_2_0,0_0_33,Uganda,UG324,,N,N
980,981,136531,0_0_36_14_0_0_0_0_0_0_0,0_0_36,Uganda,UG325,,N,N
981,982,136532,0_2_55_4_0_0_0_0_0_0_0,0_2_55,Uganda,UG326,,N,N
982,983,136533,0_0_36_14_0_0_0_0_0_1_0,0_0_36,Uganda,UG327,,N,N
983,984,136534,0_2_55_3_2_0_0_0_0_0_0,0_2_55,Uganda,UG328,,N,N
984,985,136535,0_16_0_13_0_0_0_0_0_1_0,0_16_0,Uganda,UG329,,N,N
985,986,136536,0_16_12_0_0_1_0_0_0_0_0,0_16_12,Uganda,UG331,,N,N
986,987,136537,0_0_33_146_0_0_0_0_0_0_0,0_0_33,Uganda,UG332,,N,N
987,988,136538,16_1_0_18_0_0_0_0_0_0_0,16_1_0,Uganda,UG333,,N,N
988,989,136539,0_0_33_143_0_0_0_0_0_1_0,0_0_33,Uganda,UG334,,N,N
989,990,136540,16_1_0_3_2_0_0_1_0_0_0,16_1_0,Uganda,UG335,,N,N
990,991,136541,0_2_55_4_0_0_0_0_0_1_0,0_2_55,Uganda,UG336,,N,N
991,992,136542,0_0_33_53_7_0_0_0_0_0_0,0_0_33,Uganda,UG338,,N,N
992,993,136543,0_9_0_5_9_0_0_0_0_2_0,0_9_0,Uganda,UG339,,N,N
993,994,136544,0_0_36_15_0_0_0_0_0_0_0,0_0_36,Uganda,UG340,,N,N
994,995,136545,0_0_36_15_0_0_0_0_0_0_0,0_0_36,Uganda,UG341,,N,N
995,996,136546,0_16_12_0_0_1_0_0_0_0_0,0_16_12,Uganda,UG342,,N,N
996,997,136547,0_16_0_1_24_3_0_0_0_0_0,0_16_0,Uganda,UG344,,N,N
997,998,136548,0_0_33_135_0_0_0_0_1_0_0,0_0_33,Uganda,UG346,,N,N
998,999,136549,0_0_33_149_0_0_0_0_0_0_0,0_0_33,Uganda,UG347,,N,N
999,1000,136550,14_0_2_0_1_0_0_0_0_0_0,14_0_2,Uganda,UG349,,N,N
1000,1001,136551,0_16_9_1_5_0_0_0_0_0_0,0_16_9,Uganda,UG350,,N,N
1001,1002,136552,0_0_36_4_9_0_0_0_0_0_0,0_0_36,Uganda,UG351,,N,N
1002,1003,136553,0_0_36_4_9_0_0_0_0_1_0,0_0_36,Uganda,UG352,,N,N
1003,1004,136554,0_16_0_7_4_0_0_0_0_0_0,0_16_0,Uganda,UG353,,N,N
1004,1005,136555,0_16_4_0_14_3_0_0_0_0_0,0_16_4,Uganda,UG354,,N,N
1005,1006,136556,0_16_9_1_5_0_1_0_0_0_0,0_16_9,Uganda,UG355,,N,N
1006,1007,136557,0_16_9_2_1_0_0_0_0_0_0,0_16_9,Uganda,UG357,,N,N
1007,1008,136558,0_0_23_15_6_0_0_0_0_0_0,0_0_23,Uganda,UG359,,N,N
1008,1009,136559,0_9_0_5_22_0_0_0_0_0_0,0_9_0,Uganda,UG360,,N,N
1009,1010,136560,1_0_0_3_0_0_0_0_0_0_0,1_0_0,Uganda,UG361,,N,N
1010,1011,136561,16_1_0_17_0_0_0_0_0_0_0,16_1_0,Uganda,UG362,,N,N
1011,1012,136562,0_16_12_0_0_1_0_0_0_0_0,0_16_12,Uganda,UG363,,N,N
1012,1013,136563,0_16_9_3_0_1_0_0_0_0_0,0_16_9,Uganda,UG364,,N,N
1013,1014,136564,0_0_33_124_6_0_0_0_0_1_0,0_0_33,Uganda,UG365,,N,N
1014,1015,136565,0_0_47_26_0_0_0_0_0_0_0,0_0_47,Uganda,UG367,,N,N
1015,1016,136566,0_16_9_5_0_0_0_0_0_0_0,0_16_9,Uganda,UG368,,N,N
1016,1017,136567,0_0_33_133_0_0_0_0_0_0_0,0_0_33,Uganda,UG369,,N,N
1017,1018,136568,0_9_0_5_9_0_0_0_0_1_0,0_9_0,Uganda,UG370,,N,N
1018,1019,136569,0_0_33_54_2_0_0_0_0_0_0,0_0_33,Uganda,UG371,,N,N
1019,1020,136570,0_9_0_7_1_0_0_0_0_0_0,0_9_0,Uganda,UG372,,N,N
1020,1021,136571,0_16_0_1_31_0_0_0_0_0_0,0_16_0,Uganda,UG373,,N,N
1021,1022,136572,0_0_23_15_0_3_0_0_0_0_0,0_0_23,Uganda,UG375,,N,N
