id,isolate,country,year,azithromycin_mic,NEIS0133,NEIS1633,NEIS1634,NEIS1635,pro_NEIS1635,private_record,private_owner
31613,590_319,Turkey,2008.0,0.19,102,636.0,369.0,194.0,1,False,
31614,590_174,UK,2008.0,0.38,102,636.0,369.0,194.0,1,False,
31617,SI08_07,Slovenia,2008.0,0.023,102,626.0,316.0,187.0,6,False,
31618,SI08_22,Slovenia,2008.0,0.125,102,16.0,11.0,13.0,3,False,
31619,SI08_26,Slovenia,2008.0,0.047,102,16.0,318.0,13.0,3,False,
31620,NO_09_3580,Norway,2009.0,0.19,102,21.0,11.0,13.0,3,False,
31621,NO_09_3583,Norway,2009.0,0.19,102,367.0,12.0,193.0,6,False,
31622,NO_09_3595,Norway,2009.0,0.19,113,16.0,12.0,371.0,6,False,
31623,NO_09_3612,Norway,2009.0,0.25,102,16.0,11.0,13.0,3,False,
31624,NO_09_3616,Norway,2009.0,0.19,102,16.0,11.0,13.0,3,False,
31625,NO_09_S4,Norway,2009.0,0.25,102,21.0,11.0,13.0,3,False,
31626,NO_09_HUS20,Norway,2009.0,0.25,102,18.0,100.0,368.0,6,False,
31627,EST_09_5,Estonia,2009.0,0.094,102,646.0,12.0,16.0,6,False,
31628,10868_8_49,Belarus,2009.0,0.75,102,16.0,11.0,13.0,3,False,
31629,SI09_04,Slovenia,2009.0,0.094,50,369.0,12.0,12.0,6,False,
31630,SI09_11,Slovenia,2009.0,0.125,102,18.0,100.0,368.0,6,False,
31631,SI09_12,Slovenia,2009.0,0.19,102,21.0,11.0,13.0,3,False,
31632,BEL_10_33,Belarus,2010.0,0.064,102,628.0,17.0,17.0,6,False,
31633,BEL_10_41,Belarus,2010.0,0.5,102,16.0,11.0,13.0,3,False,
31634,10_590_246,Spain,2010.0,0.5,102,16.0,11.0,13.0,3,False,
31635,POL_10_5,Poland,2010.0,0.19,102,633.0,13.0,12.0,6,False,
31636,POL_10_12,Poland,2010.0,0.19,102,22.0,17.0,17.0,,False,
31637,POL_10_17,Poland,2010.0,0.047,102,18.0,100.0,333.0,6,False,
31638,POL_10_21,Poland,2010.0,0.125,102,21.0,11.0,13.0,3,False,
31639,POL_10_22,Poland,2010.0,0.064,102,18.0,12.0,18.0,6,False,
31640,SI10_05,Slovenia,2010.0,0.125,102,18.0,100.0,368.0,6,False,
31641,SI10_13,Slovenia,2010.0,0.064,102,647.0,370.0,12.0,6,False,
31642,BEL_11_116,Belarus,2011.0,0.75,102,16.0,11.0,13.0,3,False,
31643,BEL_11_126,Belarus,2011.0,0.064,102,16.0,100.0,329.0,6,False,
31645,POL_11_79,Poland,2011.0,0.19,102,16.0,11.0,13.0,3,False,
31646,POL_11_80,Poland,2011.0,0.5,50,1006.0,205.0,187.0,6,False,
31647,POL_11_116,Poland,2011.0,0.19,102,16.0,11.0,13.0,3,False,
31648,POL_11_129,Poland,2011.0,1.0,102,16.0,11.0,13.0,3,False,
31649,POL_11_131,Poland,2011.0,0.047,102,16.0,318.0,13.0,3,False,
31650,POL_11_133,Poland,2011.0,0.19,102,21.0,11.0,13.0,3,False,
31651,SI11-10,Slovenia,2011.0,0.19,102,21.0,12.0,346.0,6,False,
31652,SI11-14,Slovenia,2011.0,0.5,102,16.0,11.0,13.0,3,False,
31653,EST_12_20,Estonia,2012.0,0.25,125,630.0,362.0,330.0,6,False,
31654,EST_12_21,Estonia,2012.0,0.094,102,18.0,12.0,18.0,6,False,
31655,EST_12_23,Estonia,2012.0,0.125,102,627.0,12.0,329.0,6,False,
31656,POL_12_154,Poland,2012.0,0.125,102,16.0,11.0,13.0,3,False,
31657,POL_12_159,Poland,2012.0,0.19,102,633.0,13.0,12.0,6,False,
31658,POL_12_170,Poland,2012.0,0.38,102,16.0,11.0,13.0,3,False,
31659,POL_12_187,Poland,2012.0,0.25,102,16.0,11.0,13.0,3,False,
31660,POL_12_214,Poland,2012.0,0.75,102,16.0,11.0,13.0,3,False,
31661,SI12-08,Slovenia,2012.0,0.75,102,18.0,11.0,13.0,3,False,
31662,215/-02,Thailand,1979.0,0.064,102,18.0,13.0,193.0,6,False,
31663,WHO_M,Australia,1992.0,0.25,102,16.0,11.0,12.0,3,False,
31664,WHO_L,Australia,1996.0,0.5,102,375.0,13.0,12.0,6,False,
31665,WHO_J,Australia,1996.0,0.38,102,16.0,11.0,12.0,3,False,
31666,WHO_I,Australia,1997.0,0.25,102,375.0,13.0,16.0,3,False,
31667,NG9712,Japan,1997.0,0.75,102,16.0,11.0,12.0,3,False,
31668,NG9811,Japan,1998.0,0.38,102,16.0,11.0,12.0,3,False,
31669,989000269,China,1998.0,0.094,102,635.0,11.0,12.0,3,False,
31670,989000050,Indonesia,1998.0,0.094,102,16.0,11.0,13.0,3,False,
31671,989000181,Malaysia,1998.0,0.016,102,18.0,,13.0,3,False,
31672,989000294,Philippines,1998.0,0.032,102,378.0,17.0,193.0,6,False,
31673,989000441,Philippines,1998.0,0.023,102,636.0,17.0,189.0,6,False,
31674,989000019,Thailand,1998.0,0.125,102,21.0,365.0,13.0,3,False,
31675,989000060,Thailand,1998.0,0.064,102,21.0,365.0,13.0,3,False,
31676,989000091,Thailand,1998.0,0.047,102,18.0,,13.0,3,False,
31677,989000103,Thailand,1998.0,0.19,102,18.0,207.0,12.0,3,False,
31678,989000104,Thailand,1998.0,0.023,102,18.0,,348.0,3,False,
31680,989000176,Unknown,,0.047,102,16.0,13.0,13.0,6,False,
31685,GCGS0013,USA,2009.0,0.25,102,18.0,11.0,13.0,3,False,
31686,GCGS0015,USA,2009.0,0.25,102,374.0,17.0,16.0,6,False,
31687,999000027,Thailand,1999.0,0.064,102,375.0,13.0,12.0,6,False,
31688,999000072,Thailand,1999.0,0.016,102,18.0,17.0,193.0,6,False,
31689,999000085,Thailand,1999.0,0.125,102,18.0,372.0,13.0,3,False,
31690,999000116,Thailand,1999.0,0.032,102,18.0,12.0,193.0,6,False,
31691,NG0031,Japan,2000.0,0.38,102,16.0,11.0,12.0,3,False,
31692,NG0047,Japan,2000.0,0.38,102,16.0,11.0,12.0,3,False,
31693,NG0002,Japan,2000.0,1.0,102,16.0,11.0,13.0,3,False,
31694,NG0005,Japan,2000.0,0.19,102,,13.0,12.0,6,False,
31695,WHO_K,Japan,2003.0,0.25,102,16.0,11.0,12.0,3,False,
31696,05_590_12,Australia,2004.0,0.064,102,367.0,368.0,194.0,1,False,
31697,05_590_11,Australia,2004.0,0.094,102,367.0,12.0,371.0,6,False,
31698,05_590_29,Australia,2004.0,0.023,102,18.0,1811.0,12.0,6,False,
31699,NG0526,Japan,2005.0,0.75,102,16.0,11.0,12.0,3,False,
31700,IN_07_1574,India,2007.0,0.19,102,18.0,11.0,13.0,3,False,
31701,IN_07_1808,India,2007.0,0.38,102,18.0,11.0,13.0,3,False,
31702,08_590_281,China,2008.0,4.0,128,16.0,11.0,13.0,3,False,
31703,08_590_382,China,2008.0,0.125,102,21.0,11.0,13.0,3,False,
31704,08_590_411,Japan,2008.0,0.19,102,16.0,11.0,13.0,3,False,
31705,08_590_215,Indonesia,2008.0,0.064,102,648.0,13.0,16.0,6,False,
31706,08_590_61,Philippines,2008.0,0.032,102,18.0,207.0,193.0,6,False,
31707,08_590_372,Philippines,2008.0,0.047,102,367.0,17.0,193.0,6,False,
31708,08_590_8,Thailand,2008.0,0.125,102,18.0,366.0,351.0,6,False,
31709,IN_09_3090,India,2009.0,0.094,102,375.0,13.0,12.0,6,False,
31710,IN_09_2806,India,2009.0,0.19,102,18.0,11.0,13.0,3,False,
31711,IN_09_3293,India,2009.0,0.5,102,18.0,11.0,13.0,3,False,
31712,IN_09_3501,India,2009.0,0.38,102,18.0,11.0,13.0,3,False,
31713,IN_09_3782,India,2009.0,0.016,102,18.0,11.0,13.0,3,False,
31714,IN_09_5163,India,2009.0,0.38,102,16.0,11.0,13.0,3,False,
31715,BX5602,Pakistan,2009.0,0.032,102,649.0,11.0,13.0,3,False,
31716,BX6956,Pakistan,2009.0,0.25,102,18.0,11.0,13.0,3,False,
31717,BX7087,Pakistan,2009.0,0.19,102,18.0,100.0,368.0,6,False,
31718,W8934,Pakistan,2009.0,0.125,102,18.0,12.0,16.0,6,False,
31719,IN_10_449,India,2010.0,0.032,102,18.0,11.0,13.0,3,False,
31720,IN_10_1457,India,2010.0,0.25,102,23.0,17.0,,6,False,
31721,IN_10_1412,India,2010.0,0.25,102,650.0,13.0,12.0,6,False,
31722,IN_10_1221,India,2010.0,3.0,102,16.0,11.0,13.0,3,False,
31723,IN_10_1820,India,2010.0,0.75,102,651.0,365.0,12.0,3,False,
31724,IN_10_1832,India,2010.0,0.19,102,367.0,12.0,375.0,6,False,
31725,IN_10_1877,India,2010.0,0.094,102,650.0,13.0,12.0,6,False,
31726,IN_10_95,Bhutan,2010.0,1.0,129,16.0,11.0,13.0,3,False,
31727,IN_10_195,Bhutan,2010.0,0.5,129,16.0,11.0,13.0,3,False,
31728,IN_10_151,Bhutan,2010.0,0.047,102,367.0,12.0,18.0,6,False,
31729,IN_10_152,Bhutan,2010.0,0.032,102,367.0,12.0,18.0,6,False,
31730,IN_10_145,Bhutan,2010.0,0.047,102,367.0,12.0,18.0,6,False,
31731,BX3450,Pakistan,2010.0,0.38,102,18.0,11.0,13.0,3,False,
31732,BX4094,Pakistan,2010.0,0.064,102,18.0,13.0,16.0,6,False,
31733,10_590_272,Japan,2010.0,0.25,102,16.0,11.0,13.0,3,False,
31734,10_590_244,Philippines,2010.0,0.38,102,16.0,11.0,13.0,3,False,
31735,BX2715,Pakistan,2011.0,0.19,102,21.0,13.0,,6,False,
31736,SI11-01,Slovenia,2011.0,0.125,102,18.0,100.0,368.0,6,False,
31737,GC0801038,Philippines,2008.0,0.125,102,652.0,13.0,13.0,6,False,
31739,NG0109,Japan,2001.0,0.38,102,16.0,11.0,12.0,3,False,
31740,KN13_110,Japan,2001.0,0.5,102,16.0,11.0,12.0,3,False,
31741,NG0035,Japan,2000.0,0.38,102,16.0,11.0,12.0,3,False,
31742,989000022,Philippines,1998.0,0.25,102,16.0,11.0,12.0,3,False,
31743,SI11-06,Slovenia,2011.0,0.5,50,1006.0,205.0,187.0,6,False,
31746,989000127,Thailand,1998.0,0.064,102,375.0,13.0,12.0,6,False,
31747,03_590_188,UK,2003.0,0.047,102,375.0,13.0,12.0,6,False,
31748,08_590_278,Thailand,2008.0,0.064,102,18.0,100.0,18.0,6,False,
31750,NO_09_3581,Norway,2009.0,0.25,102,653.0,360.0,187.0,6,False,
31755,05_590_10,Australia,2004.0,0.125,102,18.0,365.0,13.0,3,False,
31756,NG0106,Japan,2001.0,0.75,120,18.0,365.0,13.0,3,False,
31757,08_590_48,Thailand,2008.0,0.047,102,367.0,207.0,193.0,6,False,
31758,WHO_G,Australia,2007.0,0.25,102,18.0,365.0,13.0,3,False,
31759,BEL_10_23,Belarus,2010.0,0.094,102,627.0,12.0,329.0,6,False,
31760,08_590_210,Vietnam,2008.0,0.125,102,18.0,100.0,368.0,6,False,
31761,05_590_342,Russia,2004.0,1.0,102,21.0,12.0,346.0,6,False,
31764,WHO_N,Australia,2001.0,0.125,102,654.0,12.0,376.0,6,False,
31766,08_590_82,Thailand,2008.0,0.125,102,18.0,12.0,342.0,6,False,
31767,08_590_64,China,2008.0,0.38,102,18.0,375.0,12.0,3,False,
31768,05_590_264,Russia,2004.0,1.0,102,16.0,11.0,12.0,3,False,
31769,08_590_55,Thailand,2008.0,0.125,102,654.0,207.0,,6,False,
31772,EST_11_1,Estonia,2011.0,0.094,102,628.0,17.0,17.0,6,False,
31773,KN13_16,Japan,2001.0,0.75,102,16.0,11.0,13.0,3,False,
31775,NG0102,Japan,2001.0,0.5,102,16.0,11.0,13.0,3,False,
31777,NG0521,Japan,2005.0,0.5,102,16.0,11.0,12.0,3,False,
31778,KN13_24,Japan,2000.0,0.064,102,16.0,318.0,13.0,3,False,
31779,08_590_79,Thailand,2008.0,0.125,102,16.0,13.0,16.0,6,False,
31781,EST_09_10,Estonia,2009.0,0.125,102,646.0,12.0,16.0,6,False,
31784,SI09_19,Slovenia,2009.0,0.5,102,16.0,11.0,13.0,3,False,
31785,BEL_11_147,Belarus,2011.0,0.38,102,632.0,13.0,334.0,6,False,
31792,IN_07_114,India,2007.0,0.25,102,18.0,11.0,13.0,3,False,
31793,05_590_8,Australia,2004.0,0.064,102,367.0,368.0,194.0,1,False,
31795,05_590_371,UK [Scotland],2004.0,0.125,102,367.0,368.0,194.0,1,False,
31796,08_590_193,Thailand,2008.0,0.047,102,367.0,12.0,18.0,6,False,
31797,05_590_35,New Zealand,2004.0,0.032,102,367.0,368.0,194.0,1,False,
31799,05_590_339,Russia,2004.0,0.094,102,367.0,12.0,374.0,6,False,
31800,04_590_58,UK,2004.0,0.032,102,367.0,368.0,194.0,1,False,
31801,590_44,Germany,2008.0,0.125,102,18.0,12.0,18.0,6,False,
31802,05_590_374,UK [Scotland],2005.0,0.125,113,636.0,12.0,18.0,8,False,
31803,BX8371,Pakistan,2008.0,0.75,102,21.0,13.0,191.0,6,False,
31804,03_590_99,Denmark,2002.0,0.064,102,367.0,368.0,194.0,1,False,
31805,05_590_249,Russia,2004.0,0.5,102,375.0,11.0,13.0,3,False,
31806,05_590_281,Russia,2004.0,0.094,102,16.0,100.0,12.0,6,False,
31807,05_590_37,New Zealand,2004.0,0.047,102,367.0,368.0,194.0,2,False,
31809,03_590_96,Denmark,2002.0,0.064,102,367.0,368.0,194.0,1,False,
31810,08_590_231,Thailand,2008.0,0.125,102,18.0,13.0,12.0,6,False,
31811,08_590_81,Thailand,2008.0,0.047,102,23.0,1811.0,377.0,6,False,
31812,05_590_273,Russia,2004.0,0.19,102,655.0,376.0,353.0,6,False,
31813,IN_09_2768,India,2009.0,0.19,102,23.0,17.0,,6,False,
31814,IN_08_1570,India,2008.0,0.094,102,23.0,17.0,,6,False,
31815,989000114,Indonesia,1998.0,0.023,102,367.0,12.0,18.0,6,False,
31867,BEL_10_73,Belarus,2010.0,0.5,102,16.0,11.0,13.0,3,False,
31917,BEL_11_163,Belarus,2011.0,1.0,102,16.0,11.0,13.0,3,False,
31943,BX1589,Pakistan,2011.0,0.047,102,656.0,377.0,18.0,6,False,
31944,BX290,Pakistan,2011.0,0.38,102,18.0,11.0,13.0,3,False,
31945,BX1099,Pakistan,2011.0,0.38,102,18.0,11.0,13.0,3,False,
31946,BX596,Pakistan,2011.0,0.094,102,367.0,12.0,193.0,6,False,
31947,BX1275,Pakistan,2011.0,0.38,102,18.0,11.0,13.0,3,False,
31951,01_30,Vietnam,2011.0,0.094,102,18.0,13.0,12.0,6,False,
31952,03_87,Vietnam,2011.0,0.38,102,375.0,13.0,370.0,6,False,
31953,09_11,Vietnam,2011.0,0.25,102,21.0,11.0,13.0,3,False,
31954,05_96,Vietnam,2011.0,0.25,102,21.0,11.0,13.0,3,False,
31955,05_200,Vietnam,2011.0,0.75,102,657.0,365.0,13.0,3,False,
31966,02_225,The Gambia,1989.0,0.064,130,658.0,12.0,356.0,6,False,
31967,02_227,South Africa,1990.0,0.19,102,21.0,11.0,13.0,3,False,
31968,02_228,South Africa,1991.0,0.064,102,659.0,12.0,16.0,6,False,
31969,02_229,South Africa,1991.0,0.032,102,660.0,12.0,18.0,6,False,
31970,02_230,Tanzania,1992.0,0.064,102,640.0,12.0,194.0,6,False,
31971,989000020,Cape Verde,1998.0,0.016,102,16.0,318.0,13.0,3,False,
31972,989000035,Cape Verde,1998.0,0.016,102,16.0,1811.0,18.0,6,False,
31973,989000005,The Gambia,1998.0,0.032,102,644.0,362.0,378.0,6,False,
31974,989000046,The Gambia,1998.0,0.047,102,644.0,362.0,16.0,6,False,
31975,989000266,The Gambia,1998.0,0.023,102,644.0,362.0,352.0,6,False,
31976,989000418,Morocco,1998.0,0.125,102,16.0,11.0,12.0,3,False,
31977,989000421,Morocco,1998.0,0.25,102,18.0,13.0,13.0,3,False,
31978,989000016,Tanzania,1998.0,0.032,102,367.0,12.0,357.0,6,False,
31979,999000083,Uganda,1999.0,0.032,102,661.0,12.0,18.0,6,False,
31980,999000018,Angola,1999.0,0.094,102,367.0,360.0,192.0,6,False,
31981,999000055,The Gambia,1999.0,0.064,102,367.0,360.0,192.0,6,False,
31982,999000051,Guinea,1999.0,0.023,102,16.0,13.0,358.0,6,False,
31983,999000073,Morocco,1999.0,0.032,102,636.0,12.0,359.0,6,False,
31984,08_590_00123,Guinea-Bissau,2007.0,0.047,102,367.0,12.0,18.0,6,False,
31985,08_590_125,Guinea-Bissau,2007.0,0.064,102,367.0,12.0,18.0,6,False,
31986,08_590_00126,Guinea-Bissau,2007.0,0.047,102,662.0,17.0,189.0,6,False,
31987,08_590_00127,Guinea-Bissau,2007.0,0.047,102,367.0,12.0,18.0,6,False,
31988,08_590_00128,Guinea-Bissau,2007.0,0.125,102,16.0,12.0,358.0,6,False,
31989,08_590_00129,Guinea-Bissau,2007.0,0.064,102,367.0,12.0,18.0,6,False,
31990,08_590_00130,Guinea-Bissau,2007.0,0.064,102,367.0,12.0,18.0,6,False,
31991,08_590_00131,Guinea-Bissau,2007.0,0.047,102,636.0,17.0,189.0,6,False,
31992,08_590_00132,Guinea-Bissau,2007.0,0.094,102,16.0,12.0,358.0,6,False,
31993,08_590_00133,Guinea-Bissau,2007.0,0.064,102,367.0,12.0,18.0,6,False,
31994,08_590_00134,Guinea-Bissau,2007.0,0.094,102,16.0,12.0,358.0,6,False,
31995,08_590_00135,Guinea-Bissau,2007.0,0.047,102,16.0,12.0,358.0,6,False,
31996,08_590_00136,Guinea-Bissau,2007.0,0.064,102,663.0,379.0,16.0,6,False,
31997,08_590_00141,Guinea-Bissau,2007.0,0.25,102,18.0,12.0,18.0,,False,
31998,08_590_00142,Guinea-Bissau,2007.0,0.032,102,636.0,17.0,189.0,6,False,
31999,08_590_00143,Guinea-Bissau,2007.0,0.032,102,664.0,12.0,18.0,6,False,
32000,08_590_00144,Guinea-Bissau,2007.0,0.125,102,632.0,12.0,379.0,6,False,
32001,08_590_00145,Guinea-Bissau,2007.0,0.032,102,644.0,12.0,18.0,6,False,
32002,08_590_00146,Guinea-Bissau,2007.0,0.094,102,663.0,379.0,16.0,6,False,
32007,08_590_00153,Guinea-Bissau,2007.0,0.125,102,664.0,12.0,346.0,6,False,
32008,08_590_00154,Guinea-Bissau,2007.0,0.064,102,367.0,12.0,18.0,6,False,
32009,08_590_00156,Guinea-Bissau,2007.0,0.064,102,657.0,13.0,358.0,6,False,
32010,08_590_00157,Guinea-Bissau,2007.0,0.064,102,665.0,12.0,18.0,6,False,
32011,08_590_00138_pg_r,Guinea-Bissau,2007.0,0.047,102,632.0,12.0,193.0,6,False,
32074,989000093,Saudi Arabia,1998.0,0.064,102,375.0,11.0,13.0,3,False,
32075,12_308,Spain,2012.0,0.75,102,16.0,11.0,13.0,3,False,
32076,02_231,UK,2002.0,0.094,102,366.0,17.0,366.0,6,False,
37022,GCGS0907,USA,2005.0,0.5,102,21.0,11.0,13.0,3,False,
37023,GCGS0920,USA,2005.0,0.5,102,16.0,11.0,13.0,3,False,
37024,GCGS0944,USA,2005.0,0.5,102,16.0,11.0,13.0,3,False,
37025,GCGS0861,USA,2006.0,1.0,102,16.0,365.0,13.0,3,False,
37026,GCGS1015,USA,2006.0,0.063,102,21.0,318.0,13.0,3,False,
37027,GCGS0930,USA,2006.0,1.0,102,841.0,11.0,13.0,3,False,
37028,GCGS1042,USA,2007.0,1.0,102,16.0,11.0,13.0,3,False,
37029,GCGS1029,USA,2007.0,0.25,102,375.0,13.0,12.0,6,False,
37030,GCGS1036,USA,2007.0,0.5,102,21.0,11.0,13.0,3,False,
37031,GCGS1035,USA,2007.0,0.5,102,21.0,11.0,13.0,3,False,
37032,GCGS1024,USA,2007.0,0.5,102,21.0,11.0,13.0,3,False,
37033,GCGS1061,USA,2007.0,0.063,102,21.0,318.0,13.0,3,False,
37034,GCGS1057,USA,2008.0,0.5,102,16.0,11.0,13.0,3,False,
37035,GCGS1078,USA,2008.0,0.5,102,16.0,11.0,13.0,3,False,
37036,GCGS0558,USA,2011.0,1.0,102,16.0,11.0,188.0,3,False,
37037,GCGS0877,USA,2012.0,1.0,102,16.0,11.0,13.0,3,False,
37038,GCGS0906,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37039,GCGS0927,USA,2012.0,1.0,102,16.0,13.0,13.0,3,False,
37040,GCGS0881,USA,2012.0,1.0,102,16.0,11.0,13.0,3,False,
37041,GCGS0887,USA,2012.0,1.0,102,16.0,13.0,13.0,3,False,
37042,GCGS1006,USA,2012.0,1.0,102,16.0,13.0,13.0,3,False,
37043,GCGS0922,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37044,GCGS0943,USA,2012.0,1.0,102,16.0,11.0,13.0,3,False,
37045,GCGS1095,USA,2012.0,0.5,102,16.0,12.0,12.0,6,False,
37046,GCGS0879,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37047,GCGS0880,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37048,GCGS0961,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37049,GCGS0244,USA,2006.0,1.0,102,678.0,100.0,12.0,6,False,
37050,GCGS0985,USA,2012.0,1.0,102,16.0,11.0,13.0,3,False,
37051,GCGS0984,USA,2012.0,0.25,102,842.0,205.0,187.0,6,False,
37052,GCGS0960,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37053,GCGS0894,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37054,GCGS0875,USA,2012.0,1.0,102,16.0,11.0,13.0,3,False,
37055,GCGS0932,USA,2012.0,0.5,102,16.0,13.0,13.0,3,False,
37056,GCGS0905,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37057,GCGS0929,USA,2012.0,1.0,102,16.0,11.0,13.0,3,False,
37058,GCGS0863,USA,2012.0,1.0,102,16.0,11.0,13.0,3,False,
37059,GCGS0912,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37060,GCGS0962,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37061,GCGS0997,USA,2012.0,0.5,102,842.0,205.0,187.0,6,False,
37062,GCGS0864,USA,2012.0,1.0,102,16.0,11.0,13.0,3,False,
37063,GCGS0876,USA,2012.0,1.0,102,16.0,11.0,13.0,3,False,
37064,GCGS0915,USA,2012.0,0.5,102,842.0,205.0,187.0,6,False,
37065,GCGS0872,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37066,GCGS0446,USA,2005.0,1.0,102,16.0,11.0,188.0,3,False,
37067,GCGS0979,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37068,GCGS0938,USA,2012.0,2.0,102,16.0,11.0,13.0,3,False,
37069,GCGS0933,USA,2003.0,1.0,102,16.0,11.0,13.0,3,False,
37070,GCGS0959,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37071,GCGS0982,USA,2012.0,1.0,102,16.0,11.0,13.0,3,False,
37072,GCGS0986,USA,2012.0,0.25,102,842.0,205.0,187.0,6,False,
37073,GCGS0914,USA,2012.0,1.0,102,16.0,11.0,13.0,3,False,
37074,GCGS0983,USA,2012.0,1.0,102,16.0,11.0,13.0,3,False,
37075,GCGS0990,USA,2013.0,0.5,102,16.0,13.0,13.0,3,False,
37076,GCGS0998,USA,2012.0,0.5,102,842.0,205.0,187.0,6,False,
37077,GCGS1007,USA,2012.0,1.0,102,16.0,11.0,13.0,3,False,
37078,GCGS0878,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37079,GCGS0862,USA,2012.0,1.0,102,16.0,11.0,13.0,3,False,
37080,GCGS0981,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37081,GCGS0883,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37082,GCGS0996,USA,2012.0,0.5,102,842.0,205.0,187.0,6,False,
37083,GCGS0903,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37084,GCGS0917,USA,2013.0,1.0,102,16.0,11.0,13.0,3,False,
37085,GCGS0989,USA,2013.0,0.5,102,16.0,11.0,13.0,3,False,
37086,GCGS1011,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37087,GCGS0940,USA,2013.0,0.5,102,16.0,11.0,13.0,3,False,
37088,GCGS0935,USA,2013.0,0.5,102,16.0,11.0,13.0,3,False,
37089,GCGS0916,USA,2013.0,1.0,102,16.0,11.0,13.0,3,False,
37090,GCGS0934,USA,2013.0,0.063,102,16.0,,13.0,3,False,
37091,GCGS0868,USA,2013.0,0.5,102,16.0,11.0,13.0,3,False,
37092,GCGS0882,USA,2013.0,1.0,102,16.0,11.0,13.0,3,False,
37093,GCGS0313,USA,2012.0,0.06,102,657.0,1811.0,192.0,6,False,
37094,GCGS0545,USA,2012.0,0.5,50,1006.0,205.0,187.0,6,False,
37095,GCGS0551,USA,2012.0,0.25,102,16.0,11.0,188.0,3,False,
37096,GCGS0552,USA,2012.0,0.5,50,1006.0,205.0,187.0,6,False,
37097,GCGS0335,USA,2012.0,0.5,102,16.0,12.0,12.0,6,False,
37098,GCGS0560,USA,2012.0,16.0,50,1006.0,205.0,187.0,6,False,
37099,GCGS0732,USA,2012.0,1.0,50,1006.0,205.0,187.0,6,False,
37100,GCGS0347,USA,2012.0,0.5,113,371.0,12.0,190.0,6,False,
37101,GCGS0571,USA,2012.0,0.5,113,371.0,12.0,190.0,6,False,
37102,GCGS0348,USA,2012.0,0.06,102,22.0,17.0,17.0,6,False,
37103,GCGS0349,USA,2012.0,0.5,113,371.0,12.0,190.0,6,False,
37104,GCGS0572,USA,2012.0,1.0,113,371.0,12.0,190.0,6,False,
37105,GCGS0350,USA,2012.0,0.25,102,908.0,,12.0,3,False,
37106,GCGS0740,USA,2012.0,0.5,102,16.0,11.0,13.0,3,False,
37107,GCGS0376,USA,2012.0,0.5,102,636.0,13.0,12.0,6,False,
37108,GCGS0377,USA,2012.0,0.25,102,367.0,368.0,194.0,1,False,
37109,GCGS0378,USA,2012.0,1.0,50,1006.0,205.0,187.0,6,False,
37110,GCGS0379,USA,2012.0,0.5,50,1006.0,205.0,187.0,6,False,
37111,GCGS0395,USA,2012.0,0.25,102,367.0,12.0,371.0,6,False,
37112,GCGS0396,USA,2012.0,0.125,102,18.0,100.0,368.0,6,False,
37113,GCGS0397,USA,2012.0,0.25,102,18.0,207.0,16.0,3,False,
37114,GCGS0398,USA,2012.0,0.03,102,18.0,1568.0,368.0,6,False,
37115,GCGS0399,USA,2012.0,0.25,102,18.0,207.0,16.0,3,False,
37116,GCGS0758,USA,2012.0,0.25,102,18.0,207.0,16.0,3,False,
37117,GCGS0542,USA,2005.0,1.0,102,18.0,11.0,13.0,3,False,
37118,GCGS0381,USA,2005.0,0.5,102,16.0,11.0,13.0,3,False,
37119,GCGS0633,USA,2005.0,0.5,102,16.0,11.0,13.0,3,False,
37120,GCGS0756,USA,2006.0,0.5,102,21.0,11.0,13.0,3,False,
37121,GCGS0393,USA,2006.0,0.5,113,371.0,12.0,190.0,6,False,
37122,GCGS0292,USA,2006.0,0.125,102,843.0,12.0,18.0,6,False,
37123,GCGS1058,USA,2007.0,0.25,102,16.0,13.0,16.0,6,False,
37124,GCGS1065,USA,2007.0,0.5,102,21.0,11.0,13.0,3,False,
37125,GCGS1076,USA,2007.0,1.0,102,18.0,12.0,190.0,6,False,
37126,GCGS1091,USA,2007.0,0.5,102,16.0,11.0,13.0,3,False,
37127,GCGS1092,USA,2007.0,0.125,102,16.0,13.0,17.0,6,False,
37128,GCGS1073,USA,2008.0,0.5,102,16.0,11.0,188.0,3,False,
37129,GCGS0543,USA,2011.0,0.25,113,16.0,12.0,13.0,6,False,
